,이름,금액,페어링,주소,영문이름,나라,생산지,제조사,포도품종,알코올도수,평점,종류,산미,당도,바디감,탄닌,인기순위,추천순위,구매가능여부,이미지주소,평점지수
336,루이 라뚜르 마콩 샤므르와,36000,"민트/바질, 파슬리, 짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 상추/아보카도, 당근/호박, 양파/마늘, 찜, 생선, 바닷가재/게, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04D407,LOUIS LATOUR MACON CHAMEROY,프랑스,"부르고뉴, 마코네, 마콩",,샤르도네 100%,13,3.7,화이트,3,0,2,0,541,576,구매 예약,https://www.winenara.com/uploads/product/550/1785_detail_064.png,3.574167326
337,루이 라뚜르 끌로 부조 그랑 크뤼,700000,"파슬리, 계피/바닐라, 강황/쿠민, 고소한 치즈, 감칠맛 치즈, 양파/마늘, 표고버섯/느타리버섯, 훈제, 돼지고기/닭고기, 소고기/양고기, 바비큐/데리야키",https://www.winenara.com/shop/product/product_view?product_cd=03K973,LOUIS LATOUR CLOS VOUGEOT GRAND CRU,프랑스,"부르고뉴, 꼬뜨 드 뉘, 부조",루이 라뚜르,피노 누아 100%,14,4.3,레드,4,1,4,3,542,590,구매 불가,https://www.winenara.com/uploads/product/550/1783_detail_05.png,4.172307811
338,수산나 발보 브리오소,79000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03O680,SUSANA BALBO BRIOSO,아르헨티나,"멘도자, 루한 데 쿠요",수산나 발보,"카베르네 소비뇽, 카베르네 프랑, 말벡, 쁘띠 베르도",14,4.2,레드,3,0,5,4,547,326,구매 예약,https://www.winenara.com/uploads/product/550/1764_detail_057.png,4.063010235
339,수산나 발보 노소트로스,270000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03P975,SUSANA BALBO NOSOTROS,아르헨티나,"멘도자, 알타미라",수산나 발보,말벡 100%,14.5,4.6,레드,4,0,5,4,548,343,구매 예약,https://www.winenara.com/uploads/product/550/1763_detail_081.png,4.46115072
340,브레머튼 월터스 리저브 카베르네 소비뇽,75000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03P868,BREMERTON WALTER'S RESERVE CABERNET SAUVIGNON,호주,랑혼,브레머튼 와인즈,카베르네 소비뇽 100%,15,4.3,레드,3,0,4,3,549,552,구매 예약,https://www.winenara.com/uploads/product/550/1712_detail_09.png,4.159291205
341,산타 아나 리저브 말벡,19900,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03N575,SANTA ANA RESERVE MALBEC,아르헨티나,멘도자 (Mendoza),보데가 산타 아나(Bodegas Santa Ana),말벡 (Malbec) 100%,13.5,3.6,레드,2,1,3,1,559,646,구매 예약,https://www.winenara.com/uploads/product/550/1651_detail_046.png,3.440696053
342,에스쿠도 로호 리제르바 소비뇽 블랑,24000,"민트/바질, 파슬리, 짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 상추/아보카도, 당근/호박, 양파/마늘, 찜, 생선, 바닷가재/게, 새우",https://www.winenara.com/shop/product/product_view?product_cd=03O850,ESCUDO ROJO RESERVA SAUVIGNON BLANC,칠레,카사블랑카 밸리,바롱필립 드 로칠드 칠레,소비뇽 블랑 100%,13.5,3.6,화이트,4,0,2,0,560,250,구매 예약,https://www.winenara.com/uploads/product/550/1646_detail_033.png,3.438836538
343,알파카 카르메네르,9900,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03O712,ALPACA CARMENERE,칠레,센트럴 밸리,VSPT,"카르메네르(Carmenere) 85%, 시라(Syrah) 15%",13.2,3.1,레드,3,0,3,2,561,438,구매 예약,https://www.winenara.com/uploads/product/550/1643_detail_040.png,2.936977023
344,알파카 카베르네 메를로,9900,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03O711,ALPACA CABERNET MERLOT,칠레,센트럴 밸리,VSPT,"카베르네 소비뇽(Cabernet Sauvignon) 70%, 메를로(Merlot) 30%",13,2.8,레드,3,0,3,2,562,466,구매 예약,https://www.winenara.com/uploads/product/550/1641_detail_010.png,2.635117508
345,샴페인 팔머 아마존 드 팔머,360000,"짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 당근/호박, 조개/굴, 바닷가재/게, 살루미/베이컨, 새우",https://www.winenara.com/shop/product/product_view?product_cd=02A609,CHAMPAGNE PALMER AMAZONE DE PALMER,프랑스,"상파뉴, 몽따뉴 드 랭스(Montagne de Reims) 그랑 크뤼 & 프리미에 크뤼",샴페인 팔머 (Champagne Palmer & Co),"샤르도네 (Chardonnay) 50%, ,피노 누아 (Pinot Noir) 50%",12,4.2,샴페인,3,1,3,0,565,652,구매 예약,https://www.winenara.com/uploads/product/550/1630_detail_071.png,4.029538962
346,빌라 돈 막시미아노,120000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03P512,VILLA DON MAXIMIANO,칠레,아콩카구아 밸리,비냐 에라주리즈 (Vina Errazuriz),"카베르네 소비뇽 40%, 쁘띠 베르도 25%, 말벡 20%, 카베르네 프랑 15%",13.5,4,레드,3,0,3,4,568,231,구매 예약,https://www.winenara.com/uploads/product/550/1625_detail_093.png,3.823960417
347,도멘 라 바로쉬 줄리안 바롯 샤또네프 뒤 파프,110000,없음,https://www.winenara.com/shop/product/product_view?product_cd=03R307,DOMAINE LA BARROCHE JULIEN BARROT CDP,프랑스,샤또네프 뒤 파프(Chateauneuf du Pape),도멘 라 바로쉬(Domaine La Barroche),"그르나슈 62%, 무베드르 18%, 시라 13%, &#50073;쏘 5%, 그 외 2%",15,4.1,레드,3,0,3,4,572,433,구매 예약,https://www.winenara.com/uploads/product/550/1595_detail_028.png,3.916522356
348,티렐 VAT 1 헌터 세미용,112000,"민트/바질, 파슬리, 짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 상추/아보카도, 당근/호박, 양파/마늘, 찜, 생선, 바닷가재/게",https://www.winenara.com/shop/product/product_view?product_cd=04D865,TYRRELL VAT 1 HUNTER SEMILLON,호주,"사우스웨일즈, 헌터밸리 (Hunter Valley)",티렐스 와인 (Tyrrell’s Wines),세미용 (Semillon) 100%,11.5,4.1,화이트,3,1,3,0,573,537,구매 예약,https://www.winenara.com/uploads/product/550/1589_detail_047.png,3.914662841
349,티렐 VAT 9 헌터 쉬라즈,112000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03R858,TYRRELL VAT 9 HUNTER SHIRAZ,호주,"뉴사우스 웨일즈, 헌터밸리 (Hunter Valley)",티렐스 와인 (Tyrrell’s Wines),쉬라즈 (Shiraz) 100%,14,4.1,레드,3,0,4,2,575,591,구매 예약,https://www.winenara.com/uploads/product/550/1586_detail_065.png,3.91094381
350,셀리에 데 프린스 지공다스,49000,"파슬리, 계피/바닐라, 강황/쿠민, 고소한 치즈, 감칠맛 치즈, 양파/마늘, 표고버섯/느타리버섯, 훈제, 돼지고기/닭고기, 소고기/양고기, 바비큐/데리야키",https://www.winenara.com/shop/product/product_view?product_cd=03O023,CELLIER DES PRINCES GIGONDAS,프랑스,"남부 론 (Southern Rhone), 지공다스(Gigondas)",셀리에 데 프린스 (Cellier des Princes),"그르나슈 80%, 시라 10%, 무르베드르 5%, 쌩소 5%",14.5,3.8,레드,3,0,3,3,578,479,구매 예약,https://www.winenara.com/uploads/product/550/1560_detail_042.png,3.605365265
351,도멘 꾸들레 비오니에,22000,"민트/바질, 파슬리, 짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 상추/아보카도, 당근/호박, 양파/마늘, 찜, 생선, 바닷가재/게, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04D361,DOMAINE COUDOULET VIOGNIER,프랑스,"랑그독 루시옹 , 미네르부아",Domaine Coudoulet,비오니에 100%,13.5,3.6,화이트,3,1,2,0,580,212,구매 예약,https://www.winenara.com/uploads/product/550/1546_detail_091.png,3.401646234
352,도멘 꾸들레 시라,22000,"파슬리, 계피/바닐라, 강황/쿠민, 고소한 치즈, 감칠맛 치즈, 양파/마늘, 표고버섯/느타리버섯, 훈제, 돼지고기/닭고기, 소고기/양고기, 바비큐/데리야키",https://www.winenara.com/shop/product/product_view?product_cd=03N994,DOMAINE COUDOULET SYRAH,프랑스,"랑그독 루시옹 , 미네르부아",Domaine Coudoulet,시라 100%,14,3.4,레드,3,1,2,4,581,237,구매 예약,https://www.winenara.com/uploads/product/550/1545_detail_032.png,3.199786719
353,시모네 페브르 샤블리,55000,"버터맛 치즈, 고소한 치즈, 양파/마늘, 표고버섯/느타리버섯, 바닷가재/게, 돼지고기/닭고기, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04D167,SIMONNET FEBVRE CHABLIS,프랑스,"부르고뉴, 샤블리",시모네 페브르 (Simonnet Febvre),샤르도네 (Chardonnay) 100%,13,3.7,화이트,3,1,2,0,586,526,구매 예약,https://www.winenara.com/uploads/product/550/1494_detail_074.png,3.490489143
354,펫저 카베르네 소비뇽,21900,"파슬리, 계피/바닐라, 강황/쿠민, 고소한 치즈, 감칠맛 치즈, 양파/마늘, 표고버섯/느타리버섯, 훈제, 돼지고기/닭고기",https://www.winenara.com/shop/product/product_view?product_cd=03M899,FETZER CABERNET SAUVIGNON,미국,"캘리포니아, 멘도치노 카운티, 안토니즈 힐",펫져 (Fetzer),카베르네 소비뇽 100%,13.5,3.5,레드,3,1,3,3,587,356,구매 예약,https://www.winenara.com/uploads/product/550/1479_detail_042.png,3.288629628
355,마르쿠스 몰리터 젤팅거 존넨우어 리슬링 아우스레제,250000,"민트/바질, 파슬리, 짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 상추/아보카도, 당근/호박, 양파/마늘, 찜, 생선, 바닷가재/게, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04D748,MARKUS MOLITOR ZELTINGER SONNENUHR RIESLING AUSLESE,독일,모젤,마르쿠스 몰리터 (Markus Molitor),리슬링 (Riesling) 100%,7.5,4.3,화이트,3,2,3,0,588,509,구매 예약,https://www.winenara.com/uploads/product/550/fdf29e17b89dccad8e56d1819abe0561.png,4.086770113
356,더 페데럴리스트 진판델,50000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03N096,THE FEDERALIST ZINFANDEL LODI,미국,"캘리포니아, 로다이",텔라토 패밀리 빈야드 (Terlato Family Vineyards),"진판델 (Zinfandel) 93%, 시라 (Syrah) 7%",14.9,3.8,레드,3,1,3,3,598,100,구매 예약,https://www.winenara.com/uploads/product/550/1353_detail_06.png,3.568174961
357,에스펙타클,290000,"파슬리, 계피/바닐라, 강황/쿠민, 고소한 치즈, 감칠맛 치즈, 양파/마늘, 표고버섯/느타리버섯, 훈제, 돼지고기/닭고기, 소고기/양고기, 바비큐/데리야키",https://www.winenara.com/shop/product/product_view?product_cd=03Q427,ESPECTACLE,스페인,몽상(Monsant),끌로 모가도르,Garnacha Tinta (가르나차 틴타) 100%,15.5,4.4,레드,4,0,4,4,600,317,구매 예약,https://www.winenara.com/uploads/product/550/1344_detail_057.png,4.164455931
358,임페리얼 리오하 레세르바,100000,없음,https://www.winenara.com/shop/product/product_view?product_cd=03K899,IMPERIAL RIOJA RESERVA,스페인,리오하 알타,쿠네,"템프라니요 (Tempranillo) 85%, 그라시아노 (Graciano) 10%, 마주엘로 (Mazuelo) 5%",14,4.2,레드,3,0,4,3,602,584,구매 불가,https://www.winenara.com/uploads/product/550/1258_detail_056.png,3.9607369
359,침니 락 스택스 립 카베르네 소비뇽,320000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03P766,Chimney Rock SLD Cabernet Sauvignon,미국,"캘리포니아, 나파 밸리",침니 락 와이너리,"까베르네 소비뇽 (Cabernet Sauvignon), 메를로 (Merlot), 까베르네 프랑(Cabernet Franc)",14.5,4.4,레드,3,0,4,4,606,458,구매 예약,https://www.winenara.com/uploads/product/550/1214_detail_032.png,4.15329884
360,에스쿠도 로호 리제르바 카르메네르,24000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03P191,ESCUDO ROJO RESERVA CARMENERE,칠레,콜차구아 밸리,바롱 필립 드 로칠드 마이포 칠레,까르메네르(Carmenere) 100%,13.5,3.7,레드,3,0,3,4,607,213,구매 예약,https://www.winenara.com/uploads/product/550/1153_detail_034.png,3.451439324
361,프리마크 아비 보쉐,350000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03P620,FREEMARK ABBEY BOSCHE,미국,"캘리포니아, 나파 밸리",잭슨 패밀리 와인,"까베르네 소비뇽 (Cabernet Sauvignon) 95%, 메를로 (Merlot) 5%",14.5,4.4,레드,3,1,4,4,608,489,구매 예약,https://www.winenara.com/uploads/product/550/1133_detail_018.png,4.149579809
362,비냐 파디야,5900,"고소한 치즈, 양파/마늘, 표고버섯/느타리버섯, 튀김, 돼지고기/닭고기",https://www.winenara.com/shop/product/product_view?product_cd=03M865,VINA PADILLA,스페인,까스티야 라 만차,C&C,템프라니요 100%,12.5,3.1,레드,3,1,2,4,609,570,구매 예약,https://www.winenara.com/uploads/product/550/1114_detail_040.png,2.847720294
363,러더포드 힐 메를로,60000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03N544,RUTHERFORD HILL MERLOT,미국,"캘리포니아, 나파 밸리, 러더포드",러더포드 힐 와이너리,"메를로 (Merlot), 까베르네 소비뇽 (Cabernet Sauvignon), 시라 (Syrah), 까베르네 프랑 (Cabernet Franc), Petit Verdot(쁘띠 베르도)",13.5,3.9,레드,3,1,3,4,610,242,구매 불가,https://www.winenara.com/uploads/product/550/1084_detail_051.png,3.645860779
364,아콩카구아 코스타 소비뇽 블랑,45000,"민트/바질, 파슬리, 짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 상추/아보카도, 당근/호박, 양파/마늘, 찜, 생선, 바닷가재/게, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04C581,ACONCAGUA COSTA SAUVIGNON BLANC,칠레,아콩카구아 코스타,비냐 에라주리즈,소비뇽 블랑 (Sauvignon Blanc) 100%,13.5,3.8,화이트,4,0,3,0,611,246,구매 예약,https://www.winenara.com/uploads/product/550/1030_detail_059.png,3.544001264
365,루이 라뚜르 샤또 꼬똥 그랑시 그랑 크뤼,350000,"파슬리, 계피/바닐라, 강황/쿠민, 고소한 치즈, 감칠맛 치즈, 양파/마늘, 표고버섯/느타리버섯, 훈제, 돼지고기/닭고기, 소고기/양고기, 바비큐/데리야키",https://www.winenara.com/shop/product/product_view?product_cd=03R630,LOUIS LATOUR CHATEAU CORTON GRANCEY GRAND CRU,프랑스,"부르고뉴, 꼬뜨 드 본, 알록스 꼬똥",루이 라뚜르,피노 누아(Pinot Noir) 100%,14,4.3,레드,3,0,4,3,613,2,구매 예약,https://www.winenara.com/uploads/product/550/1023_detail_071.png,4.040282233
366,샤또 사미옹,85000,"파슬리, 계피/바닐라, 강황/쿠민, 고소한 치즈, 감칠맛 치즈, 양파/마늘, 표고버섯/느타리버섯, 훈제, 돼지고기/닭고기, 소고기/양고기, 바비큐/데리야키",https://www.winenara.com/shop/product/product_view?product_cd=03Q376,CHATEAU SAMIION,프랑스,"보르도, 라랑드 드 뽀므롤",장 끌로드 베루에,메를로(Merlot) 100%,12.5,4,레드,2,0,4,3,615,308,구매 예약,https://www.winenara.com/uploads/product/550/997_detail_04.png,3.736563203
367,샤또 크뤼조 화이트,42000,"민트/바질, 파슬리, 짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 상추/아보카도, 당근/호박, 양파/마늘, 찜, 생선, 바닷가재/게, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04C748,CHATEAU CRUZEAU WHITE,프랑스,"보르도, 빼삭 레오냥",앙드레 뤼통,소비뇽 블랑(Sauvignon Blanc) 100%,12.5,3.7,화이트,2,0,2,0,617,95,구매 불가,https://www.winenara.com/uploads/product/550/934_detail_054.png,3.432844173
368,프리마크 아비 샤르도네,100000,"버터맛 치즈, 고소한 치즈, 양파/마늘, 표고버섯/느타리버섯, 바닷가재/게, 돼지고기/닭고기, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04C848,FREEMARK ABBEY CHARDONNAY,미국,"캘리포니아, 나파 밸리",잭슨 패밀리 와인,샤르도네 (Chardonnay) 100%,14.5,4,화이트,3,1,4,0,618,143,구매 예약,https://www.winenara.com/uploads/product/550/925_detail_05.png,3.730984657
369,기달베르토,79000,"파슬리, 계피/바닐라, 강황/쿠민, 고소한 치즈, 감칠맛 치즈, 양파/마늘, 표고버섯/느타리버섯, 훈제, 돼지고기/닭고기, 소고기/양고기, 바비큐/데리야키",https://www.winenara.com/shop/product/product_view?product_cd=03R297,GUIDALBERTO,이탈리아,"토스카나, 볼게리",테누타 산 귀도,"까베르네 소비뇽 (Cabernet Sauvignon) 60%, 메를로 (Merlot) 40%",13.5,4.1,레드,4,0,4,4,619,202,구매 불가,https://www.winenara.com/uploads/product/550/759_detail_022.png,3.829125142
370,샤또 라 루비에르 화이트,90000,"버터맛 치즈, 고소한 치즈, 양파/마늘, 표고버섯/느타리버섯, 바닷가재/게, 돼지고기/닭고기, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04C966,CHATEAU LA LOUVIERE WHITE,프랑스,"보르도, 빼삭 레오냥",앙드레 뤼통,"소비뇽 블랑(Sauvignon Blanc) 85%, 세미용(Semillon) 15%",12.5,3.9,화이트,2,0,3,0,620,436,구매 예약,https://www.winenara.com/uploads/product/550/726_detail_017.png,3.627265627
371,일 까르보나이오네,120000,"파슬리, 계피/바닐라, 강황/쿠민, 고소한 치즈, 감칠맛 치즈, 양파/마늘, 표고버섯/느타리버섯, 훈제, 돼지고기/닭고기, 소고기/양고기, 바비큐/데리야키",https://www.winenara.com/shop/product/product_view?product_cd=03R542,IL CARBONAIONE,이탈리아,토스카나,포데레 포죠 스칼레테,산지오베제 디 라몰레 (Saniovese di Lamole) 100%,13.5,4.1,레드,4,1,4,3,625,484,구매 예약,https://www.winenara.com/uploads/product/550/675_detail_080.png,3.817968051
